id,username,full_name,link,biography,is_private,followers,following,posts,external_url,is_business_account,is_professional_account,is_verified
46883161612,bryy_aquino,𝔅𝔯𝔢𝔫𝔡𝔶 𝔄𝔮𝔲𝔦𝔫𝔬,https://www.instagram.com/bryy_aquino/,🦋 🤎✨</b>𝟚𝟘𝟘𝟜/𝟘𝟙𝟙,True,552,1055,13,None,False,False,False
44910962243,droppineo,Anderson Moraes,https://www.instagram.com/droppineo/,Leonino🦁</b>Amante dos livros📖</b>Dropper🔊</b>011📞 </b>fortnite🔥</b>@sandrynha.vitorino♡</b>dropper</b>https://soundcloud.com/anderson-ayslan-321679107,False,179,1354,65,None,False,False,False
4840898588,jssy_fre,Jéssica de Freitas,https://www.instagram.com/jssy_fre/,📍|São Paulo </b>🔬|Biomedicina [5/8],True,7563,499,0,None,False,False,False
57908577176,sou.isagi,Isaque Soares,https://www.instagram.com/sou.isagi/,🇧🇷,False,179,285,7,None,False,True,False
74185922944,blog_de_trabalho,Divulgações de Trabalho,https://www.instagram.com/blog_de_trabalho/,Instagram D Trabalho,False,111,238,3,None,False,False,False
68212046426,stephaniecomestics,Stephanie  Cosmétics,https://www.instagram.com/stephaniecomestics/,Uma nova experiência no mundo dos cosméticos.</b>Produtos Disponíveis a pronta entrega Jundiaí 🇧🇷📍</b>Compre on line 👇🏻,False,349,1360,111,https://wa.me/5511993400605?text=Ol%25C3%25A1%2520Stephanie%2520acessei%2520seu%2520perfil%2520e%2520queria%2520fazer%2520meu%2520pedido.,True,True,False
1432091525,angelikacps,Angélica Campos🪷,https://www.instagram.com/angelikacps/,O impossível é apenas uma opinião</b> Florianópolis 📌</b>@marcos_de_olivera ❤️,True,345,864,43,None,False,False,False
33394315150,thynannah_belm,🪻⊹₊˚｡⋆  Hannah Belmonte,https://www.instagram.com/thynannah_belm/,⠀⠀ᶠᵘᵗᵘʳᵃ ᵗᵉ́ᶜⁿᶦᶜᵃ ᵉᵐ ⁿᵘᵗʳᶦᶜ̧ᵃ̃ᵒ ଘ ⠀⠀ׅ֗ピ ֹ. ン۫  ׅ࣪クֹ ݁ の݁  ۫王ׅ  ֗女ֹ.</b>⠀⠀⠀⠀⠀⊹❔𝖿𝖾𝗆𝖺𝗅𝖾 𝗽𝗿𖣠𝗇𝗈𝗎𝗇𝗌  “    : : 𝔟𝔩𝔞́ 𝔟𝔩𝔞́ . “⠀ ⊹</b>@thv @agustd,False,241,683,6,None,False,False,False
44450326400,isapaganottii,Isabella Paganotti,https://www.instagram.com/isapaganottii/,,False,461,289,25,None,False,False,False
6428865755,andpedras,andressa,https://www.instagram.com/andpedras/,,True,117,879,9,None,False,False,False
55654833698,the.winged.queen,Momo Sweetroll,https://www.instagram.com/the.winged.queen/,A soldier</c> a poet and a queen 👑</b>Fighting my battles</c> writting my story and ruling my life.,False,94,147,134,None,False,False,False
52746231418,xhellsuki,Hellsuki Party,https://www.instagram.com/xhellsuki/,Cada edição uma experiência única imersiva! ✨ </b>🔮 𝟐𝟕/𝟎𝟗 - 𝗛𝗔𝗟𝗟𝗢𝗪𝗘𝗘𝗡 Congregação das Bruxas • Especial LoL ⚔️</b>🎧 𝗽𝗼𝗽 | 𝗮𝗻𝗶𝗺𝗲 𝘀𝗼𝗻𝗴𝘀 | 𝗻𝗶𝗴𝗵𝘁𝗰𝗼𝗿𝗲 | 𝘃𝗼𝗰𝗮𝗹𝗼𝗶𝗱,False,3821,3130,53,https://linktr.ee/hellsuki,False,True,False
1978101261,atelie_taty_vasconcelos,tati Vasconcelos,https://www.instagram.com/atelie_taty_vasconcelos/,✨ Inauguração do meu ateliê com peças exclusivas e um preço super especial! ✨ Cada detalhe foi pensado com carinho para vocês.,False,376,1213,98,None,True,True,False
70295142971,priscilaboaventura90,Priscila Boaventura,https://www.instagram.com/priscilaboaventura90/,,True,257,1119,0,None,False,False,False
38321116,xicoxicao,Xico Xicao,https://www.instagram.com/xicoxicao/,,False,639,668,149,None,True,True,False
3113352331,morteline,♡Line♡,https://www.instagram.com/morteline/,Apelido: 💖Line💖</b>Signo: Leão ♌</b>❤️ @lobinhodotrance ❤️</b>#C3</b>Membro: 🌸 @TropaDasMaids 🌸,False,452,5475,113,None,False,False,False
494964788,luuuh_nhaaaa.cos,Luana "Luuuh_nhaaaa" Bandetini,https://www.instagram.com/luuuh_nhaaaa.cos/,Posso dizer cosplayer?? Não sei</b>Streamer F/A</b>Parcerias direct</b>@kenzinho.cos ♥️</b>@revengersbrasil_,False,1080,1336,111,None,True,True,False
1536609854,_ruffles95,Silvia D. Brandt,https://www.instagram.com/_ruffles95/,•Umbanda🕊️</b>•Cosplayer @brandt_cosplayer </b>• @_luxenv_❤️</b>•I love Cat&Dog (⁠ ͡⁠°⁠ᴥ⁠ ͡⁠°⁠ ⁠ʋ⁠)/⁠ᐠ⁠｡⁠ꞈ⁠｡⁠ᐟ⁠\,False,6249,1958,149,https://www.facebook.com/eisilviadaiane,False,False,False
61282662367,talita.souza28,Tatah Souza,https://www.instagram.com/talita.souza28/,,False,279,467,32,None,False,False,False
31703937963,monica.sfernandes,Monica Fernandes,https://www.instagram.com/monica.sfernandes/,,False,170,427,46,None,False,False,False
72393673577,belleviebemestar,bellevie bem estar,https://www.instagram.com/belleviebemestar/,✨ Transformando bem-estar em beleza ✨</b>💆‍♀️ Estética & Massoterapia</b>📅 Agende já!,False,62,108,3,None,True,True,False
1540566779,kah_pires11,Karoline Pires,https://www.instagram.com/kah_pires11/,Franco da Rocha- SP 🏠</b>Capricorniana ♑,True,484,742,0,None,False,False,False
59940268782,_emilinvalerio,Emilin Valerio,https://www.instagram.com/_emilinvalerio/,📍 Jundiaí - SP,True,1229,3098,43,None,False,False,False
8677155696,_edilaineascimentoo,Edilaine Nascimento,https://www.instagram.com/_edilaineascimentoo/,Ame as pessoas</c> como senão houvesse o amanhã.,False,1277,1882,50,None,False,False,False
72125154342,tainaaraujoo.psicologia,ᴛᴀɪɴá ɴ.ᴀʀᴀᴜᴊᴏ |ᴇꜱᴛᴜᴅᴀɴᴛᴇ ᴅᴇ ᴘꜱɪᴄᴏʟᴏɢɪᴀ🧠📚,https://www.instagram.com/tainaaraujoo.psicologia/,🧠| 𝘈𝘯𝘴𝘪𝘦𝘥𝘢𝘥𝘦</c> 𝘢𝘶𝘵𝘰𝘤𝘰𝘯𝘩𝘦𝘤𝘪𝘮𝘦𝘯𝘵𝘰 & 𝘴𝘢𝘶́𝘥𝘦 𝘮𝘦𝘯𝘵𝘢𝘭</b>📚| 𝘳𝘰𝘵𝘪𝘯𝘢 𝘥𝘦 𝘦𝘴𝘵𝘶𝘥𝘰| 𝘌𝘴𝘵𝘢́𝘨𝘪𝘰𝘴</b>✨|ꜱᴇᴊᴀ ꜱᴇᴜ ᴘʀóᴘʀɪᴏ ᴍᴏᴛɪᴠᴏ ᴘᴀʀᴀ ᴄᴏɴᴛɪɴᴜᴀʀ </b>@tainanoovaes,False,103,139,1,None,False,False,False
69557568265,butiquimpeleraraoficial,Butiquim Pele Rara,https://www.instagram.com/butiquimpeleraraoficial/,Uma nova experiência para todos os gostos !!!,False,142,202,5,None,False,False,False
45147671545,nakazato.katsuo,nakazato katsuo,https://www.instagram.com/nakazato.katsuo/,O maior presente que vc pode dar a alguem é seu tempo e o bem.</c>Porque dando seu tempo </c>vc esta doando uma parte da sua vida</c> que nunca mais voltar.,True,41,42,20,None,False,False,False
71430391218,derson_foco,Anderson,https://www.instagram.com/derson_foco/,em busca do sucesso 💪🏼</b>foco e determinação 📚</b>shape em construção ⚡,False,14,48,5,None,False,False,False
70224003096,paredaogeek,Paredão Geek,https://www.instagram.com/paredaogeek/,🎃• Edição Halloween- Open bar </b>🗓• Data: 04 de outubro</b>🎟️• Ingressos na Bio (PIX OU SYMPLA)</b>🕑•  23h às 5h</b>📍•  Local: Vip Station (São Paulo),False,13441,1145,25,https://www.sympla.com.br/evento/paredao-geek-haloween-open-bar/3064651,True,True,True
45676906001,sadryan__,Adryan Santos,https://www.instagram.com/sadryan__/,🌊 “Só pela vibe boa.”,True,1744,2037,30,None,False,False,False
2350674230,_domeneghetti_,eduarda,https://www.instagram.com/_domeneghetti_/,📍sp,True,1272,654,6,None,False,False,False
3493880612,jhoon_011,Jonas Silva,https://www.instagram.com/jhoon_011/,@palmeiras💚</b>@mayara.pontess🤍💍,False,3937,3832,1,None,False,False,False
56736789311,reefuj1,Renan,https://www.instagram.com/reefuj1/,,True,299,410,39,http://twitch.tv/pikz_re,False,False,False
70236285178,couplenkzt_,𝓝𝓴𝓩𝓽 𝓒𝓸𝓾𝓹𝓵𝓮,https://www.instagram.com/couplenkzt_/,ち҉え҉み҉&҉ひ҉と҉し҉</b>“𝘛𝘸𝘰 𝘤𝘳𝘢𝘻𝘺 𝘱𝘦𝘰𝘱𝘭𝘦 𝘵𝘳𝘺𝘪𝘯𝘨 𝘵𝘰 𝘮𝘢𝘬𝘦 𝘢 𝘤𝘳𝘢𝘻𝘺 𝘵𝘩𝘪𝘯𝘨 𝘸𝘰𝘳𝘬!”</b>📍 𝕵𝖆𝖕𝖆𝖓</b>📸 ℜ𝔢𝔠𝔬𝔯𝔡𝔦𝔫𝔤 𝔐𝔬𝔪𝔢𝔫𝔱𝔰</b>🎮𝕋𝔽𝕋𝗟𝗼𝘃𝗲𝗿𝘀,True,66,417,7,None,False,False,False
1563708261,_izanoronha,Iza Noronha,https://www.instagram.com/_izanoronha/,💜@corvo.thearchitect💜,True,1564,2969,15,None,False,False,False
60156154723,varyshop,varyshop | Smartwatch e Acessórios,https://www.instagram.com/varyshop/,🔥 Relógios com estilo e desconto  </b>🚚 Entrega rápida e garantia  </b>📲 Chama no WhatsApp 👇,False,223,691,28,https://wa.me/5511962400831,False,True,False
69402003540,pedri_vicent,pedro Vicente,https://www.instagram.com/pedri_vicent/,solteiro </b>@flamengo </b>021,False,48,202,0,None,False,False,False
69775406647,olympus_joias,OLYMPUS,https://www.instagram.com/olympus_joias/,Elegância e beleza transmitidas através  delicadeza das jóias,False,207,1185,22,None,True,True,False
65912739740,chiemy_nakazato,仲里 ちえみ,https://www.instagram.com/chiemy_nakazato/,🎨 Aquarela na alma</b>🖋️ Tinta na pele</b>🍺 Cerveja gelada</b>🇯🇵 Ink & soul from Japan</b>心で描き、肌に刻む。,True,122,512,2,None,False,False,False
18351729462,carlos_shimotsuki,Carlos D. Vilarins,https://www.instagram.com/carlos_shimotsuki/,• Volleyball Player</b>• B-boy</b>• Cosplayer</b>• Dublador</b>• O carinha q mora logo ali...,False,156,166,20,None,False,False,False
4358069257,gabyfariassilva,Farias Gaabs,https://www.instagram.com/gabyfariassilva/,A física da procura.⏳️</b>Celulose e papel📚🌱,True,235,258,1,None,False,False,False
4316512388,l3secr3t,🐆,https://www.instagram.com/l3secr3t/,Sp/zs,False,1005,1113,3,None,False,False,False
15655255729,mtheusj_,Matt💋,https://www.instagram.com/mtheusj_/,444</b> 𝖚𝖓𝖋𝖔𝖗𝖌𝖊𝖙𝖙𝖆𝖇𝖑𝖊</b> ⋆♱⋆,False,1220,1101,7,https://www.instagram.com/this_is_walkerr?igsh=MW00Z24xMzV5ZWltcQ%253D%253D&utm_source=qr,False,False,False
18108505575,isah_carraro14,Isabella,https://www.instagram.com/isah_carraro14/,Itupeva/Sorocaba,True,454,991,0,None,False,False,False
1535499081,fioresemuriel,Muriel Fiorese da Silva,https://www.instagram.com/fioresemuriel/,💍,False,435,1517,5,None,False,False,False
63531837593,dtraxx_,,https://www.instagram.com/dtraxx_/,,False,1,11,2,None,False,False,False
1138019626,niiii_goncalves,Nicole 🐢,https://www.instagram.com/niiii_goncalves/,,True,1375,867,3,None,False,False,False
32321329994,evilazio.magalhaes,Evilazio Magalhaes,https://www.instagram.com/evilazio.magalhaes/,@vilaautomotive</b>🔧#manutenção preventiva e corretiva</b>#Diagnóstico Haster e ingeção eletrônica</b>#Cambio automático</b>#Diversos serviços</b>CONSULTE-NOS 😉,True,322,892,15,None,False,False,False
3097411622,gu.nogueiraaaa,Gustavo Nogueira,https://www.instagram.com/gu.nogueiraaaa/,📍 solteiro!</b>♋️ 32anos  </b>@upp_sonic segui lá  🤟🏻Nada é por acaso. Acredite em seus sonhos e nos seus potenciais. Na vida</c> tudo se supera.,True,1200,3985,102,None,False,False,False
66881284378,oddco_,Odd.co,https://www.instagram.com/oddco_/,Avoid the common. #embracetheodd 🇧🇷</b>🎟️ 10% OFF: 1COMPRA,False,3600,4044,194,https://www.oddco.com.br/,True,True,False
7389634393,taipereira5978,Taina Pereira,https://www.instagram.com/taipereira5978/,@manel.ssantana💍 / 20 anos 😘</b>  Marketing  3/4,True,284,412,34,None,False,False,False
68034291281,anidreamparty,Anidream Party,https://www.instagram.com/anidreamparty/,🍣OTAKUS - 🎮GAMERS - 👾GEEK</b>🗓️ Evento: 01/11</b>📍Local:  HOLE CLUB</b>🍸 OPEN BAR!,False,5804,6374,407,https://shotgun.live/pt-br/events/anidream-baile-de-konoha-pokenight-um-hallowen-pokemon-2,False,True,False
2305980803,assimdisseaugusto,Lucas,https://www.instagram.com/assimdisseaugusto/,Historia(dor)</c> 28 anos,True,325,574,48,None,False,False,False
50740171580,_eeucamis,Camis,https://www.instagram.com/_eeucamis/,Mod off</b>São Paulo 🚇 </b>Are you In?,False,532,885,85,None,False,True,False
6236105161,andersonmichelde,Anderson Michel de Lima,https://www.instagram.com/andersonmichelde/,,True,461,2187,14,None,False,False,False
46483249420,iamlildimmy,LIL DIMMY ⚛️,https://www.instagram.com/iamlildimmy/,Fucc it.🐣✨,False,570,283,9,https://open.spotify.com/artist/3cFK1O0cI0vDh2QtrfogcB?si=jkqWVZO1S5upcsLnWpEaDw,False,True,False
64759658069,arisutattoo,Arisu✩‧₊˚,https://www.instagram.com/arisutattoo/,Tattoo artist⚜️</b>Blackwork</c> blackout</c> Japanese style & old school⚜️,False,142,247,4,None,True,True,False
67635735582,mindydaily_,,https://www.instagram.com/mindydaily_/,só coisas aleatórias da minha vida cm pessoas que eu amo 🫡 | fotos bem duvidosas,True,19,23,17,None,False,False,False
68162251376,ellviradams_,ℰ𝓁𝓋𝒾𝓇𝒶 𝒜𝒹𝒶𝓂𝓈 🐈‍⬛,https://www.instagram.com/ellviradams_/,@weedycris💍</b>𝑨𝒖𝒈𝒖𝒔𝒕3𝑶</c> 29ʏ ✨️♍️</b> _ O11𝑺𝑷📍</b>ⁿᵒᵇᵒᵈʸ ᶦˢ ᵖᵉʳᶠᵉᶜᵗ . 🎭,True,1225,420,8,None,False,False,False
5391391184,lucas_limaooo,lucas limao,https://www.instagram.com/lucas_limaooo/,Jornalista</b>Fotógrafo,False,800,1422,280,None,False,True,False
4520128675,domicianohugo,Hugo Vinicius,https://www.instagram.com/domicianohugo/,SP</b>April/1996,True,491,793,6,None,False,False,False
58571979860,naakira._.nathalia,NATHALIA,https://www.instagram.com/naakira._.nathalia/,Design por Hobby ❣</b>R e AL 🌬</b>Apaixonada por Animes and K-pop 🤩</b>Também Comunista ✊</b>Segunda Conta Do IG 🤦‍♀️</b>Jimou muito 🌀,False,1154,157,1,None,False,True,False
1605657857,death.kindred,;v,https://www.instagram.com/death.kindred/,:v,True,472,2921,0,None,False,False,False
2232363419,fernando.live,Fernando Leal,https://www.instagram.com/fernando.live/,Analista de Suporte 💻,True,302,580,29,None,False,False,False
6810751166,diga4ss_,Diogo Silva,https://www.instagram.com/diga4ss_/,☪︎ 𝕿𝖗𝖎𝖕𝖑𝖊 𝖘𝖎𝖝 666</b>Tanto faz,True,343,244,2,None,False,False,False
66802849758,anit.araval3082023,,https://www.instagram.com/anit.araval3082023/,🔝 Mᴇlhоr jogo dô Brᴀsil 🎰 Grándᴇs vitórias!</b>🎁Bônus pará vocе  dᴇ аte 10000!</b>👇 Jogue e ganhe! 👇</b> @ganha.tigrejogo,True,21,3676,0,None,False,False,False
48656942927,ggiowo_o,Giovanni 🥀♠️,https://www.instagram.com/ggiowo_o/,25th floor | he/him ⚧ | 💍💍</b>.ℑ 𝔨𝔢𝔢𝔭 𝔦𝔱 𝔞𝔩𝔩 𝔦𝔫𝔰𝔦𝔡𝔢 𝔟𝔢𝔠𝔞𝔲𝔰𝔢 ℑ 𝔨𝔫𝔬𝔴 𝔱𝔥𝔢 𝔪𝔞𝔫 𝔦𝔰 𝔢𝔳𝔢𝔯𝔶𝔱𝔥𝔦𝔫𝔤 𝔟𝔲𝔱 𝔨𝔦𝔫𝔡,True,150,197,59,None,False,False,False
56582642484,_coyotesale_,,https://www.instagram.com/_coyotesale_/,*CYTSALE*💥 Jundiaí -SP</b>🕸️Venda de usados</c> novos e seminovos*</b>🕸️Valores negociáveis*</b>🕸️ Quaisquer dúvidas</c> chamar no direct*,False,13,52,16,None,False,False,False
53918148529,space_afesta,Space Produções,https://www.instagram.com/space_afesta/,06 de Setembro 🎇</b>📍 Rua Major Sucupira 220 </c>Centro Jundiaí.</b>Garanta o seu ingresso para o Open Bar da SPACE 3 ANOS .,False,4351,1468,231,https://www.sympla.com.br/evento/space-3-anos---open-bar/3023114,True,True,True
66378164969,_brnosnts_,Bruno Santos,https://www.instagram.com/_brnosnts_/,Artista  brazuka 🇧🇷</b>Tatuador/ Ilustrador/ Designer/ Modelo</b>@pacoca_arts_ </b>@_buddhatattoo_ </b>💍💍,False,136,117,16,None,False,False,False
1789129244,nicolle_couto23,Nicolle Couto,https://www.instagram.com/nicolle_couto23/,... De acordo com as estações climáticas do meu coração ...,True,105,881,18,None,False,False,False
51858742164,edbeatrance,EDBEAT,https://www.instagram.com/edbeatrance/,Projeto idealizado para fortalecer produtores nacionais e internacionais que não tem tanto espaço aqui no Brasil. </b>VALORIZE A CENA NACIONAL 🇧🇷,False,534,628,81,https://soundcloud.com/edbeatrance,False,True,False
62814687071,luscas_olv,Lucas Alves,https://www.instagram.com/luscas_olv/,•25y</b>•Automação Industrial 🪛</b>•@lays_looes ❤️</b>•Can you feel my heart 🎶,True,184,479,2,None,False,False,False
66042920790,dbaldan140,Denis Baldan,https://www.instagram.com/dbaldan140/,,True,96,131,2,None,False,False,False
53186104995,fabricia_haruno07,Faby Haruno,https://www.instagram.com/fabricia_haruno07/,𝑪𝒐𝒔𝒑𝒍𝒂𝒚𝒆𝒓 𝒊𝒏𝒊𝒄𝒊𝒂𝒏𝒕𝒆 🌸</b>@fabricia_haruno,False,177,315,8,None,False,False,False
47701704451,naakira_nathalia,Nathalia,https://www.instagram.com/naakira_nathalia/,Jundiaí-SP 📍</b>Design por hobby 💠</b>R</c> AL</c> AML</c> OPE e fã da HK👤</b>Auntie da Alice 🧸</b>Like it Games</c> Animes and K-pop ❣</b>Também sou Comunista</c> Jimou ✊🌈,False,4271,2548,2,https://www.instagram.com/naakira1_nathalia?igsh=Y2J1b2JodWpidXUy,False,True,False
237633788,a_busato,Paulo M Busato,https://www.instagram.com/a_busato/,"Toda pessoa é um universo 🪐"</b>Log 5/1000000 (não acaba nuncaaaa)</b>Analista estratégico 📈,True,617,519,17,None,False,False,False
46641342820,simorespi,Simone,https://www.instagram.com/simorespi/,,True,1180,6907,20,None,False,False,False
256548066,henrygink,Henry Gink,https://www.instagram.com/henrygink/,who's been faithful as a nun? 🙏😈</b>🪴CEO of Dendro🪴</b>#Cosplay • RPG • Geek Stuff • HoyoCreator</b>♂️ he/him • 😈 chaotic evil •  🔬INTJ,False,1933,1454,759,http://www.youtube.com/henrygink,False,True,False
1336761313,eularyssa_,Lá 🌟,https://www.instagram.com/eularyssa_/,• mãe do Noah 🩵</b>@amr.de.noah</b>💍💕,False,1139,4947,12,None,False,True,False
62512961740,gendadesigner,Gabriel Genda,https://www.instagram.com/gendadesigner/,,False,51,49,19,https://67b4df4a6511f.site123.me/,True,True,False
64222084343,dgracoesepets,DG Rações e Pets,https://www.instagram.com/dgracoesepets/,🌾 | Do bico ao focinho</c> temos tudo!</b>📍 | R. Dr Hegg</c> 311</c> Vila Arens II</c> Jundiaí — SP</b>🐠 | Esperamos sua visita!</b>🐾 | Fundadora: @gessicabresciani,False,242,344,45,None,True,True,False
54052658621,isadoramarquini,I S A D O R A,https://www.instagram.com/isadoramarquini/,Criando momentos e diversão!</b>São Paulo / 🇧🇷</b>Contato DM 💌,False,1058,851,35,None,False,True,False
50845901283,lizz.figg,Lizz Figueiredo 🎭,https://www.instagram.com/lizz.figg/,22 Years/SP🇧🇷</b>Cosplay 🧝🏻‍♂️</b>Modelo 🌟</b>Faço uns vlogs duvidosos 🤠👍🏻,False,3475,1108,108,None,False,True,False
7154384086,leandro_santosb,𝕭𝖆𝖑𝖑𝖆𝖘,https://www.instagram.com/leandro_santosb/,,False,551,1056,4,None,False,True,False
23798254727,bruanjosofc,Bruna Anjos,https://www.instagram.com/bruanjosofc/,Solivagant 🍃</b>Parcerias direct ‼️</b>Gamer 🎮 Streamer 🎥 cosplayer👩🏻‍🎤Otaku🏅,False,77375,3227,123,https://allmylinks.com/bruanjosofc,False,True,True
64005518459,fuegoafestaa,Duplex,https://www.instagram.com/fuegoafestaa/,PRODUTORA DE EVENTOS.,False,920,2199,0,None,True,True,False
25106273280,emilly_in_sp,elly プリン,https://www.instagram.com/emilly_in_sp/,São Paulo 📌</b>👾</b>@m4ll1.c conta privada 🌫️,False,1235,4635,29,None,False,False,False
62747973467,aphayu_trumai.kkr,Aphayu Jhapa Trumai,https://www.instagram.com/aphayu_trumai.kkr/,Vivendo momentos e construindo lembranças ❤️</b>Trajado contra mal olhado🙅‍♂️</b>Trajado de fé 🙏</b>Me julga mas no fundo me admira 😝</b>Sp ZS capital🚩</b>*2002🫶011😌,True,225,147,4,None,False,False,False
54770335494,illusionga9a,Karine Tcherneo,https://www.instagram.com/illusionga9a/,🧵 Designer de Moda</b>🦄 Look a like: @ladygaga </b>🎮 Gamer nas horas vagas</b>🍻 CEO: @omundodascanecas,False,1164,5110,30,None,False,True,False
1427092044,r.a.n.s.fantasias,Reinaldo Rib,https://www.instagram.com/r.a.n.s.fantasias/,Professor geografia</c># artesã e produtor #artesanato,False,2164,5877,1178,http://wa.me/5544998865311,False,True,False
1946772010,caique_gamarra_,caique gamarra,https://www.instagram.com/caique_gamarra_/,Ouça agora “Um amor de verão”</b>👇🏻👇🏻,False,10436,2099,16,https://openyoutu.be/uxX03z7guRY?si=bI4eVF_pXTyaaUGk,True,True,False
63208853771,demonsrock_sp,Demons Rock,https://www.instagram.com/demonsrock_sp/,💀 METAL/ROCK E OPEN BAR🍹</b>📅 30.03 das 22:00 as 05:00</b>📍 Av. São Miguel</c> 9081 - São Miguel Paulista</b>🌹 8 Min da estação</b>🎸 Bandas ao vivo</b>Ingressos,False,703,1496,26,None,True,True,False
